agent_a_key,agent_b_key,mean_avg_decision_sec_a,mean_avg_decision_sec_b,mean_avg_game_length,mean_avg_score_a,mean_avg_score_b,mean_draw_rate,mean_legal_cache_hit_rate,mean_next_cache_hit_rate,mean_win_rate_a,n_games,search_iterations
pure_mct,random,0.27803305753188284,2.0647087082534222e-06,27.53333333333333,83.33333333333333,16.666666666666668,0.0,0.23426349931619736,0.0483813003067895,0.8333333333333334,3,50
heuristic_mcts,random,0.26738051695487647,2.6607286727838295e-06,26.5,86.66666666666667,13.333333333333334,0.06666666666666667,0.2970170691801193,0.08199110804288658,0.8333333333333334,3,50
neural_mcts:token_transformer,random,0.22086497460664525,2.7349447319434516e-06,22.166666666666668,76.66666666666667,23.333333333333332,0.06666666666666667,0.8406487583362723,0.03757891232241262,0.7333333333333334,3,50
pure_mct,random,0.31145795560776907,2.148572160217704e-06,27.133333333333336,85.0,15.0,0.03333333333333333,0.28889071770901237,0.06997905064556839,0.8333333333333334,3,120
heuristic_mcts,random,0.3109428651797147,2.965476861063853e-06,23.133333333333336,85.0,15.0,0.03333333333333333,0.3282350241392193,0.0952209005433366,0.8333333333333334,3,120
neural_mcts:token_transformer,random,0.3095162563494871,2.808288203270391e-06,22.0,83.33333333333333,16.666666666666668,0.0,0.8415076234275919,0.0327363821853944,0.8333333333333334,3,120
pure_mct,random,0.3365775093245053,2.1750872589804977e-06,28.433333333333334,80.0,20.0,0.0,0.32839483454079516,0.07869305246374449,0.7999999999999999,3,300
heuristic_mcts,random,0.334918672887958,2.8663544348507043e-06,23.2,83.33333333333333,16.666666666666668,0.0,0.3781712463822249,0.11204432694293144,0.8333333333333334,3,300
neural_mcts:token_transformer,random,0.32975582522701546,2.758470294079965e-06,22.266666666666666,83.33333333333333,16.666666666666668,0.0,0.8623156534680921,0.03868825098485875,0.8333333333333334,3,300
